search_term|displayLink|snippet|link|title|number
Daniel Willingham+U. Virginia|www.readingrockets.org|Dr. Daniel Willingham, Professor of Psychology at the University of Virginia, answers questions about effective teaching, reading comprehension, cognitive ...|https://www.readingrockets.org/article/qa-dr-daniel-willingham|Q&A with Dr. Daniel Willingham  Reading Rockets|6
Daniel Willingham+U. Virginia|www.youtube.com|Nov 9, 2017 ... He is currently Professor of Psychology at the University of Virginia, where he has taught since 1992. Until about 2000, his research focused ...|https://www.youtube.com/watch?v=SpuD-rOebE0|Daniel T. Willingham - Cognitive Psychology in the Classroom ...|7
Daniel Willingham+U. Virginia|www.researchgate.net|Daniel T Willingham's 46 research works with 2958 citations and 49812 reads, including: Cognition: The Thinking Animal.|https://www.researchgate.net/scientific-contributions/4289994_Daniel_T_Willingham|Daniel T Willingham's research works  University of Virginia, VA ...|8
Daniel Willingham+U. Virginia|www.youtube.com|May 19, 2017 ... ... sits down with Daniel Willingham, a professor of psychology at the University of Virginia, to talk about his new book, The Reading Mind.|https://www.youtube.com/watch?v=T3VKBvoiuwc|Daniel Willingham Talks Reading and the Mind - YouTube|9
Daniel Willingham+U. Virginia|news.virginia.edu|Apr 22, 2009 ... ... to learn new things, almost all of them will tell you they like to learn, said Daniel Willingham, a University of Virginia cognitive psychologist.|https://news.virginia.edu/content/cognitive-scientist-daniel-willingham-helps-teachers-understand-why-students-dont-school|Cognitive Scientist Daniel Willingham Helps Teachers Understand ...|10
Daphna Bassok+U. Virginia|curry.virginia.edu|Daphna Bassok is an Associate Professor of Education and Public Policy at the University of Virginia and is also the Associate Director of EdPolicyWorks a joint ...|https://curry.virginia.edu/daphna-bassok|Daphna Bassok - Curry School of Education - University of Virginia|1
Daphna Bassok+U. Virginia|batten.virginia.edu|Daphna Bassok is an Associate Professor of Education and Public Policy at the University of Virginia and is also the Associate Director of EdPolicyWorks a joint ...|https://batten.virginia.edu/people/daphna-bassok|Daphna Bassok - Frank Batten School - University of Virginia|2
Daphna Bassok+U. Virginia|news.virginia.edu|Jan 29, 2014 ... researchers Daphna Bassok and Anna Rorem posit that increased emphasis on accountability led to meaningful changes in the kindergartener ...|https://news.virginia.edu/content/uva-researchers-find-kindergarten-new-first-grade|U.Va. Researchers Find that Kindergarten Is the New First Grade ...|3
Daphna Bassok+U. Virginia|journals.sagepub.com|Jan 6, 2016 ... Daphna Bassok. Daphna Bassok ... Retrieved from http://curry.virginia.edu/uploads/resourceLibrary/ ... Berkeley: University of California.|https://journals.sagepub.com/doi/abs/10.1177/2332858415616358|Is Kindergarten the New First Grade? - Daphna Bassok, Scott ...|4
Daphna Bassok+U. Virginia|scholar.google.com|Daphna Bassok. University of Virginia. Verified email at virginia.edu - ... S Loeb, M Bridges, D Bassok, B Fuller, RW Rumberger. Economics of Education review ...|http://scholar.google.com/citations?user=nkD30HgAAAAJ&hl=en|Daphna Bassok - Google Scholar Citations|5
Daphna Bassok+U. Virginia|econpapers.repec.org|Details about Daphna Bassok ... Frank Batten School of Leadership and Public Policy, University of Virginia, ... Access statistics for papers by Daphna Bassok.|https://econpapers.repec.org/RAS/pba1240.htm|Daphna Bassok - EconPapers|6
Daphna Bassok+U. Virginia|www.researchgate.net|Daphna Bassok's 30 research works with 943 citations and 6368 reads, including: Teacher-Child Racial/Ethnic Match and Parental Engagement With Head ...|https://www.researchgate.net/scientific-contributions/33808968_Daphna_Bassok|Daphna Bassok's research works  University of Virginia, VA (UVa ...|7
Daphna Bassok+U. Virginia|www.aera.net|Jan 6, 2016 ... Authors: Daphna Bassok (University of Virginia), Scott Latham (University of Virginia), Anna Rorem (University of Virginia) Published online ...|https://www.aera.net/Newsroom/News-Releases-and-Statements/Study-Snapshot-Is-Kindergarten-the-New-First-Grade|Study Snapshot: Is Kindergarten the New First Grade?|8
Daphna Bassok+U. Virginia|srcd.onlinelibrary.wiley.com|Oct 28, 2017 ... Daphna Bassok. Corresponding Author ... Anna J. Markowitz, Daphna Bassok, Bridget Hamre, University of Virginia. Read the full text. About ...|https://srcd.onlinelibrary.wiley.com/doi/abs/10.1111/cdep.12266|Leveraging Developmental Insights to Improve Early Childhood ...|9
Daphna Bassok+U. Virginia|www.aera.net|Jan 6, 2016 ... Daphna Bassok, University of Virginia Scott Latham, University of Virginia Anna Rorem, University of Virginia Abstract Recent accounts suggest ...|https://www.aera.net/Newsroom/News-Releases-and-Statements/Study-Snapshot-Is-Kindergarten-the-New-First-Grade/Is-Kindergarten-the-New-First-Grade|Is Kindergarten the New First Grade?|10
David C. Berliner+Arizona State|berliner.faculty.asu.edu|DAVID C. BERLINER is Regents' Professor Emeritus of Education at Arizona State University. He has taught at the University of Arizona, University of ...|http://berliner.faculty.asu.edu/wordpress/|David Berliner  Regents' Professor Emeritus, Arizona State University|1
David C. Berliner+Arizona State|education.asu.edu|ASU websites use cookies to enhance user experience, analyze site usage, and assist with outreach and enrollment. By continuing to use this site, you are giving ...|https://education.asu.edu/david-berliner-0|David Berliner  Mary Lou Fulton Teachers College|2
David C. Berliner+Arizona State|nepc.colorado.edu|David C. Berliner is Regents' Professor of Education Emeritus at Arizona State University. He has also taught at the Universities of Arizona and Massachusetts, ...|https://nepc.colorado.edu/author/berliner-david-c|David C. Berliner  National Education Policy Center|3
David C. Berliner+Arizona State|en.wikipedia.org|David C. Berliner is an educational psychologist. He was professor and dean of the Mary Lou Fulton Institute and Graduate School of Education. Biography[edit]. After a B.A. in psychology from U.C.L.A. and an M.A. in psychology from California State University at Los Angeles, Berliner received ... Berliner is a Regents' Professor Emeritus of Education at Arizona State ...|https://en.wikipedia.org/wiki/David_Berliner|David Berliner - Wikipedia|4
David C. Berliner+Arizona State|www.iaoed.org|Arizona State University. Bio and Research Interest. DAVID C. BERLINER, Regents' Professor of Education Emeritus at Arizona State University, has also taught ...|https://www.iaoed.org/index.php/fellows/item/49-david-c-berliner|David C. Berliner|5
David C. Berliner+Arizona State|epaa.asu.edu|Audrey Amrein-Beardsley, David C. Berliner, Sharon Rideau ... and degrees to which, a sample of teachers in Arizona were aware of, or had themselves ...|https://epaa.asu.edu/ojs/article/view/714|Cheating in the first, second, and third degree: Educators' responses ...|6
David C. Berliner+Arizona State|www.researchgate.net|David C. Berliner's 5 research works with 132 citations and 1239 reads, including: Tensions in gifted college programs in China: the case of “Mount Everest ...|https://www.researchgate.net/scientific-contributions/2044552658_David_C_Berliner|David C. Berliner's research works  Arizona State University, AZ ...|7
David C. Berliner+Arizona State|epaa.asu.edu|David C. Berliner is Regents' Professor of Education at the College of Education of Arizona State University, in Tempe, AZ. He received his Ph.D. in ...|https://epaa.asu.edu/ojs/article/view/297|High-Stakes Testing & Student Learning|8
David C. Berliner+Arizona State|www.researchgate.net|DAVID CHARLES BERLINER of Arizona State University, AZ (ASU)  Read 179 publications  Contact ... David C Bellinger ... A Day in the Life of David Berliner.|https://www.researchgate.net/profile/David_Berliner2|DAVID CHARLES BERLINER  Ph. D. Stanford University, 1968  ASU|9
David C. Berliner+Arizona State|epaa.asu.edu|Mar 28, 2002 ... Resources in Education. High-Stakes Testing, Uncertainty, and Student Learning. Audrey L. Amrein. Arizona State University. David C. Berliner.|https://epaa.asu.edu/ojs/article/viewFile/297/423|EPAA Vol. 10 No. 18 Amrein & Berliner: High-Stakes Testing, U...|10
David F. Labaree+Stanford|ed.stanford.edu|I am a sociologically oriented historian of education who seeks to explore some of the major processes and patterns that define the relationship between ...|https://ed.stanford.edu/faculty/dlabaree|David F. Labaree  Stanford Graduate School of Education|1
David F. Labaree+Stanford|dlabaree.people.stanford.edu|Photo of David F. Labaree. I am a sociologically oriented historian of education who seeks to explore some of the major processes and patterns that define the ...|https://dlabaree.people.stanford.edu/|David F. Labaree, Professor of Education: Home page|2
David F. Labaree+Stanford|web.stanford.edu|Jul 16, 2012 ... DAVID F. LABAREE. CURRENT POSITION: Professor. Phone: (650) 725-6977. School of Education. Fax: (650) 725-7412. 485 Lasuen Mall.|http://web.stanford.edu/~dlabaree/curiculum-vitae/Labaree_CV_84.pdf|CURRICULUM VITAE - Stanford University|3
David F. Labaree+Stanford|dlabaree.people.stanford.edu|In Daniel Tröhler, Thomas Popkewitz, and David F. Labaree (Eds.), Schooling and the ... How Dewey lost: The victory of David Snedden and social efficiency in the ... Eds., Reconstructing the Common Good , Stanford University Press, pp.|https://dlabaree.people.stanford.edu/selected-papers|Selected Papers  David F. Labaree, Professor of Education|4
David F. Labaree+Stanford|web.stanford.edu|Sep 3, 2004 ... Public Goods, Private Goods: The American Struggle over Educational. Goals. STOR. David F. Labaree. American Educational Research ...|https://web.stanford.edu/~dlabaree/publications/Public_Goods_Private_Goods.pdf|Untitled - Stanford University|5
David F. Labaree+Stanford|dlabaree.people.stanford.edu|Most Recent Book. My new book, “A Perfect Mess” , is an essay about the nature of the American system of higher education. From the perspective of 19th ...|https://dlabaree.people.stanford.edu/biography|Biography  David F. Labaree, Professor of Education|6
David F. Labaree+Stanford|web.stanford.edu|Apr 23, 2012 ... David F. Labaree is at the School of Education, Stanford University, 485 Lasuen Mall,. Stanford, CA 94305, USA. Email: dlabaree@stanford.|https://web.stanford.edu/~dlabaree/publication2011/School_Syndrome.pdf|School syndrome: Understanding the USA's magical belief that ...|7
David F. Labaree+Stanford|scholar.google.com|David Labaree. Emeritus Professor of Education, Stanford University ... Education, markets, and the public good: The selected works of David F. Labaree.|http://scholar.google.com/citations?user=oxgRrigAAAAJ&hl=en|David Labaree - Google Scholar Citations|8
David F. Labaree+Stanford|explorecourses.stanford.edu|Personal bio. David F. Labaree is a professor of Education and (by courtesy) History and chair of the area committee in Social Sciences, Humanities, and ...|https://explorecourses.stanford.edu/instructor/dlabaree|David F. Labaree - Explore Courses - Stanford University|9
David F. Labaree+Stanford|www.researchgate.net|David Labaree is an emeritus professor at the Graduate School of Education, Stanford University. David does research in the sociology and history of American ...|https://www.researchgate.net/profile/David_Labaree|DAVID LABAREE  PhD  Stanford University, CA  SU  Graduate ...|10
David Figlio+Northwestern|www.sesp.northwestern.edu|Jul 31, 2019 ... David Figlio is the Orrington Lunt Professor and Dean of the School of Education and Social Policy at Northwestern University. In 2017, Figlio ...|https://www.sesp.northwestern.edu/profile/?p=19627|David Figlio|1
David Figlio+Northwestern|www.ipr.northwestern.edu|David Figlio. Orrington Lunt Professor of Education and Social Policy and of Economics (by courtesy)  Dean of the School of Education and Social Policy|https://www.ipr.northwestern.edu/who-we-are/faculty-experts/|Faculty Experts: Institute for Policy Research - Northwestern University|2
David Figlio+Northwestern|en.wikipedia.org|David Nicholas Figlio (born October 14, 1970) is an American economist at Northwestern University. He is the Dean of the Northwestern University School of ...|https://en.wikipedia.org/wiki/David_Figlio|David Figlio - Wikipedia|3
David Figlio+Northwestern|www.ipr.northwestern.edu|IPR education economist David Figlio conducts research on a wide range of education and health policy issues from school accountability and standards to ...|https://www.ipr.northwestern.edu/who-we-are/faculty-experts/figlio.html|David Figlio: Institute for Policy Research - Northwestern University|4
David Figlio+Northwestern|news.northwestern.edu|Feb 3, 2017 ... David Figlio named dean of Northwestern's School of Education and Social Policy. Director of Institute for Policy Research to lead school.|https://news.northwestern.edu/stories/2017/february/david-figlio-named-dean-of-northwesterns-school-of-education-and-social-policy/|David Figlio named dean of Northwestern's School of Education and ...|5
